date,volatility,aapl,amzn,fb,googl,msft,ko,amt,hd,jpm,gs,pfe
2022-01-31,24.830000,,,,,,,,0.38888862654342200,0.3058821643138710,,0.20054868032242500
2022-02-01,21.959999,,,0.1922019515164540,-0.05366466868067190,0.19902751142153700,,0.28072800048059500,0.3640872108725560,0.19670982685683800,0.3688417617825240,0.36228527667255800
2022-02-02,22.090000,0.09727733177539050,-0.027943491787815600,0.044933059440756800,0.019880971801671600,0.16635370404320100,0.8333330555556590,0.5691607855974640,0.458333114583508,0.06811999945631120,0.5038076380972920,0.308622059620488
2022-02-03,24.350000,0.17901307863565200,0.05663011438887730,0.07105651115081100,0.03273345181922450,0.18434377662180100,-0.07142838340588360,0.8333328472225720,0.05005286665473,-0.18638184716662300,0.44964210068035100,0.378556086908312
2022-02-04,23.219999,0.11256059403993600,0.1310792669161700,0.07078726898593980,0.0785937866987788,0.08789583601689080,0.4768515415383320,0.7499993750005630,0.107758989714393,0.11379306117339000,0.26394680656935600,0.12511463502550200
2022-02-07,22.860001,0.20376509174368400,0.144419753485976,0.06392005595216610,0.048544051379251700,0.21620827225015700,0.18222217534569100,0.44444432407410700,0.280158588019705,0.14425872723350900,0.31614408817675200,0.2299810236752070
2022-02-08,21.440001,0.28113879047673800,0.27132808401317700,0.04497277277860420,0.08256964267577850,0.2887580327628710,0.12698423985870100,0.42962939901250500,0.29642854128395900,0.25471884291286900,0.4230766345515240,0.11480395480786900
2022-02-09,19.959999,0.20640628675555100,0.1936969910925770,0.06142053465534060,0.02780712084025900,0.3794719818363170,0.44015628519360000,0.48717917094043300,0.5333330555557430,0.10340134190474700,0.48530350315535100,0.27562616224843600
2022-02-10,23.910000,0.11895126116960000,0.0769275466043593,0.04008295084078030,0.04815523169188600,0.0606175039991221,0.37998071627456500,0.47936490522304800,0.038888898842551700,0.15392018418061000,0.3618328676902730,0.1638787821696300
2022-02-11,27.360001,0.08280202665495930,0.006331008687716070,0.057483710975238300,0.02756992340563580,0.14665783630922000,0.2866665561111590,0.74999925000075,0.37229430814262200,0.0313061862449515,0.30505325874209500,0.14296263480215000
2022-02-14,28.330000,0.10697933667511700,0.10618274825537600,0.05325513342803090,0.10193096069603400,0.19878735626889100,0.4933859459091420,0.38888873148154800,0.44825377779451700,0.22893760008876600,0.2761122934086640,0.1627798668779340
2022-02-15,25.700001,0.06300800472029900,-0.015631470344268800,0.05939455887413870,0.012776012355134300,0.27201234204604300,0.17727275472846300,0.24999991666669400,0.5779219190631260,0.2259134607672440,0.31912680017182400,0.2793722350404690
2022-02-16,24.290001,0.13929042224266800,0.07302326974223350,0.05027454338596730,0.16179917459736300,0.2952344193750610,0.6179651948724890,0.7142853049889870,0.32761895479935100,0.3711581748753870,0.3794579971736320,0.19067163219398400
2022-02-17,28.110001,0.19361659977888900,0.08773588420657030,0.06652688064364040,0.015546180482207900,0.12831430971040100,0.5864464877034330,-0.13333315555574800,0.3377610202469350,0.1633637442825800,0.16018506601567900,0.10518095761242800
2022-02-18,27.750000,0.06305322150826260,0.16118634310814800,0.06116810168997370,0.10804425686611000,0.22694899014275400,0.7171712522450300,0.2000000666665110,0.26098305274997400,0.2599128692552110,-0.05745330578777620,0.1484489896504250
2022-02-22,28.809999,0.09646464317037530,0.13399508441373600,0.03613667332705870,0.0031627028034421100,0.07644269997224890,0.31817031082741000,0.9499996983334520,0.15754365740275400,0.10740731208856900,0.1692779342302000,0.24796352556102800
2022-02-23,31.020000,0.08932171875649390,0.06898678534302330,0.05866102244491720,0.14284522975693000,0.2023283823071460,0.2999998805556060,0.7227350128872820,0.19307416759322800,-0.006265673549331200,0.0997732172281591,0.10243187754733200
2022-02-24,30.320000,0.0813632063820647,0.11808247530983400,0.06420220553684340,0.1047097375564670,0.16681010412482400,0.2757367966559740,0.2138626263067220,0.37653898639306300,0.13705079786656700,0.05070028105307020,0.19487080656950000
2022-02-25,27.590000,0.1404800697575090,0.024076614922776300,0.07562752409822770,0.12206043873146200,0.36210958573031600,0.2816090282568320,0.20588223774518000,0.47585003639803400,0.2273134313632210,0.13231285218853500,0.17660136156736900
2022-02-28,30.150000,0.2624383717671600,0.1891141269767040,0.09482078582007380,0.04007188125456650,0.5372547623846770,0.07894734429823340,0.05062657956598720,0.32427234505717100,0.07634377841193810,0.21456033220573500,0.17958287534569100
2022-03-01,33.320000,0.201951835006312,0.03512264966575570,0.1339602594956380,0.12173772303164400,0.2578926273051720,0.3087298778139430,0.4955553234816320,0.044499283169372200,0.10044374544862500,0.36955938541715300,0.11049612483901200
2022-03-02,30.740000,0.17746501160931500,0.0939279992526895,0.07507791013301170,0.015048676210593600,0.36667042432267500,0.5488480872848190,0.2933331271113120,0.18138525412468200,0.09984281616616720,0.28933696000579300,0.17599918469162900
2022-03-03,30.480000,0.1406123303413430,0.0724203938859138,0.08218058308580030,0.028183350248708600,0.38905792919522000,-0.19111093200018700,0.7377776380132570,0.26349201063868400,0.04845180216949330,0.5676688365111820,0.18189219128029300
2022-03-04,31.980000,0.22579967173374500,0.18170465698467400,0.04422543106197160,0.10563055828047600,0.33997899373062100,0.3999558679650190,0.8999998054167140,0.50676660319395,0.15863558143738400,0.12493731659416100,-0.03893793969694720
2022-03-07,36.450001,0.12202287899459900,0.05732814280713050,0.056979300214640400,0.09772603224230860,0.2345859796206950,0.21908084828692600,0.6666664888889390,0.4275686451595630,0.15999989643041800,-0.0031055552240878500,0.042426602912954800
