date,volatility,aapl,amzn,fb,googl,msft,ko,amt,hd,jpm,gs,pfe
2022-01-31,24.830000,,,,,,,,0.38888862654342200,0.3058821643138710,,0.13696007436653400
2022-02-01,21.959999,,,0.1922019515164540,-0.05366466868067190,0.10892721908881400,,0.28072800048059500,0.3640872108725560,0.19670982685683800,0.3688417617825240,0.228885659293128
2022-02-02,22.090000,0.05275038815861380,-0.017118535509652800,0.044933059440756800,0.019880971801671600,0.09029763898884110,0.47619031746037600,0.5691607855974640,0.35833311458350800,0.06811999945631120,0.5038076380972920,0.045758870678591
2022-02-03,24.350000,0.10455179806355700,0.03159114247603640,0.07105651115081100,0.03273345181922450,0.10808645895450900,-0.046031624861569500,0.8333328472225720,0.11005286665473000,-0.18638184716662300,0.44964210068035100,0.10551041499127600
2022-02-04,23.219999,0.06556243368923190,0.07868277622601790,0.07078726898593980,0.0785937866987788,0.05493489751055670,0.27248659516476100,0.7499993750005630,0.2977589897143930,0.11379306117339000,0.26394680656935600,0.07749035459643980
2022-02-07,22.860001,0.12189285334089400,0.08409915426967850,0.06392005595216610,0.048544051379251700,0.13244171650925800,0.15185181278807600,0.44444432407410700,0.4801585880197050,0.14425872723350900,0.31614408817675200,0.12719938099567000
2022-02-08,21.440001,0.16227250851745200,0.16214986838939500,0.04497277277860420,0.08256964267577850,0.18003537265377400,0.061302736483510800,0.42962939901250500,0.29642854128395900,0.25471884291286900,0.4230766345515240,0.062433810316789800
2022-02-09,19.959999,0.11875430196894700,0.1119276353022910,0.06142053465534060,0.02780712084025900,0.23772369290135100,0.2672377445818290,0.48717917094043300,0.5333330555557430,0.10340134190474700,0.48530350315535100,0.15857943581416800
2022-02-10,23.910000,0.07117062839695280,0.04567573079633830,0.04008295084078030,0.04815523169188600,0.03418545283671420,0.22414592813949000,0.47936490522304800,0.038888898842551700,0.15392018418061000,0.3618328676902730,0.09495779901417800
2022-02-11,27.360001,0.050879537137922800,0.0038033298459786800,0.057483710975238300,0.02756992340563580,0.08874465663029480,0.17063485482807100,0.74999925000075,0.37229430814262200,0.0313061862449515,0.30505325874209500,0.08982608027391710
2022-02-14,28.330000,0.05993240149866510,0.05917983446343190,0.05325513342803090,0.10193096069603400,0.12466325732116900,0.38612813158106800,0.38888873148154800,0.44825377779451700,0.22893760008876600,0.2761122934086640,0.09394071756740570
2022-02-15,25.700001,0.038499940649461300,-0.008829990881495370,0.05939455887413870,0.012776012355134300,0.16000726002708400,0.13928573585807800,0.24999991666669400,0.5779219190631260,0.2259134607672440,0.31912680017182400,0.14757162415444100
2022-02-16,24.290001,0.08214115238902630,0.04383990261611890,0.05027454338596730,0.16179917459736300,0.18841593598307900,0.3604796970089520,0.7142853049889870,0.32761895479935100,0.3711581748753870,0.3794579971736320,0.10743065843765500
2022-02-17,28.110001,0.11290413770238800,0.055669977288432900,0.06652688064364040,0.015546180482207900,0.07991505253893420,0.4105125413924030,-0.13333315555574800,0.3377610202469350,0.1633637442825800,0.16018506601567900,0.060786397581208500
2022-02-18,27.750000,0.03545583505813000,0.09052408368869940,0.06116810168997370,0.10804425686611000,0.1353901700851620,0.49305523591845800,0.2000000666665110,0.26098305274997400,0.2599128692552110,-0.05745330578777620,0.08869593721251810
2022-02-22,28.809999,0.05772459666239240,0.08180752522101760,0.03613667332705870,0.0031627028034421100,0.04543292545520450,0.22389762613780700,0.9499996983334520,0.15754365740275400,0.10740731208856900,0.1692779342302000,0.14599721598453000
2022-02-23,31.020000,0.05265177055130320,0.04031056815768110,0.05866102244491720,0.14284522975693000,0.11636052888050500,0.19565209601452600,0.7227350128872820,0.19307416759322800,-0.006265673549331200,0.0997732172281591,0.05630758180964450
2022-02-24,30.320000,0.049804144512657800,0.07220103159004920,0.06420220553684340,0.1047097375564670,0.10548916610464500,0.1996714734405330,0.2138626263067220,0.37653898639306300,0.13705079786656700,0.05070028105307020,0.10674451824826100
2022-02-25,27.590000,0.07748625580847490,0.014313841188845700,0.07562752409822770,0.12206043873146200,0.2204145304445400,0.17375876211591800,0.20588223774518000,0.47585003639803400,0.2273134313632210,0.13231285218853500,0.1160523233157000
2022-02-28,30.150000,0.15555970432502500,0.11608446410962000,0.09482078582007380,0.04007188125456650,0.31730482610638700,0.05172412212642880,0.05062657956598720,0.32427234505717100,0.07634377841193810,0.21456033220573500,0.11223929709105700
2022-03-01,33.320000,0.12585754310800100,0.020334165595963800,0.1339602594956380,0.12173772303164400,0.16043320419566000,0.15436493890697100,0.4955553234816320,0.044499283169372200,0.10044374544862500,0.36955938541715300,0.0672142326209659
2022-03-02,30.740000,0.10137688788182100,0.05258170293093150,0.07507791013301170,0.015048676210593600,0.24190062715732000,0.4035647700623670,0.2933331271113120,0.18138525412468200,0.09984281616616720,0.28933696000579300,0.09853475480975030
2022-03-03,30.480000,0.08066528612577060,0.04269785722857000,0.08218058308580030,0.028183350248708600,0.19452896459761000,-0.10238085642867100,0.7377776380132570,0.26349201063868400,0.04845180216949330,0.5676688365111820,0.11969679684251500
2022-03-04,31.980000,0.13860470921156200,0.10264565959470800,0.04422543106197160,0.10563055828047600,0.2021496719479370,0.23155339724290600,0.8999998054167140,0.50676660319395,0.15863558143738400,0.12493731659416100,-0.02580224919677230
2022-03-07,36.450001,0.07329996264693230,0.03439688568427830,0.056979300214640400,0.09772603224230860,0.1412184255428070,0.1356214775109540,0.6666664888889390,0.4275686451595630,0.15999989643041800,-0.0031055552240878500,0.026443978527937600
2022-03-08,35.130001,0.1605404655730170,0.08353302281447150,0.06361976301286690,0.24936115675206400,0.14852564053026600,0.09998379418316830,0.5448678328350580,0.23299314032637000,0.20861951616174700,0.2899375090703970,0.223725976710594
2022-03-09,32.450001,0.06951985297481040,-0.008237574405441000,0.09126757710113330,0.13536962522569100,0.20457770528006600,0.24250161882302600,-0.1481479418726260,0.17290239925726900,0.06533517299292480,0.16815151135016100,-0.03195886161937680
