,date,volatility,polarity
0,2022-01-31,24.83,
1,2022-02-01,21.959999,0.10892721908881434
2,2022-02-02,22.09,0.09029763898884109
3,2022-02-03,24.35,0.10808645895450919
4,2022-02-04,23.219999,0.05493489751055673
5,2022-02-07,22.860001,0.13244171650925832
6,2022-02-08,21.440001,0.18003537265377403
7,2022-02-09,19.959999,0.23772369290135062
8,2022-02-10,23.91,0.03418545283671421
9,2022-02-11,27.360001,0.08874465663029484
10,2022-02-14,28.33,0.12466325732116865
11,2022-02-15,25.700001,0.16000726002708437
12,2022-02-16,24.290001,0.18841593598307924
13,2022-02-17,28.110001,0.07991505253893419
14,2022-02-18,27.75,0.1353901700851623
15,2022-02-22,28.809999,0.04543292545520451
16,2022-02-23,31.02,0.11636052888050467
17,2022-02-24,30.32,0.10548916610464472
18,2022-02-25,27.59,0.2204145304445402
19,2022-02-28,30.15,0.31730482610638655
20,2022-03-01,33.32,0.16043320419565954
21,2022-03-02,30.74,0.24190062715732033
22,2022-03-03,30.48,0.19452896459761002
23,2022-03-04,31.98,0.2021496719479368
24,2022-03-07,36.450001,0.1412184255428067
25,2022-03-08,35.130001,0.14852564053026648
26,2022-03-09,32.450001,0.20457770528006589
27,2022-03-10,30.23,0.07672767049212616
28,2022-03-11,30.75,0.15505637644877773
29,2022-03-14,31.77,0.13354930023368636
30,2022-03-15,29.83,0.26167534065269604
31,2022-03-16,26.67,0.20129819615652111
32,2022-03-17,25.67,0.19630701519065002
33,2022-03-18,23.870001,0.2868769314891913
34,2022-03-21,23.530001,0.27596158883199007
35,2022-03-22,22.940001,0.1999631077350303
36,2022-03-23,23.57,0.2403050309739788
37,2022-03-24,21.67,0.1243755548855063
38,2022-03-25,20.809999,0.04922073348162115
39,2022-03-28,19.629999,0.21786863150942326
40,2022-03-29,18.9,0.11818270833397958
41,2022-03-30,19.33,0.20202149888639478
42,2022-03-31,20.559999,0.19260837679304008
43,2022-04-01,19.629999,0.08990146695001638
44,2022-04-04,18.57,0.14346502032667516
45,2022-04-05,21.030001,0.23216154376019904
46,2022-04-06,22.1,0.19248367995503565
47,2022-04-07,21.549999,0.25130411498823807
48,2022-04-08,21.16,0.07029846436298802
49,2022-04-11,24.370001,0.1375676620588304
50,2022-04-12,24.26,0.14577239825871216
51,2022-04-13,21.82,0.21476178038989188
52,2022-04-14,22.700001,0.1184317655936421
53,2022-04-18,22.17,0.24684226753244715
54,2022-04-19,21.370001,0.23029245620079342
55,2022-04-20,20.32,0.15686671012757836
56,2022-04-21,22.68,0.2857141747681384
57,2022-04-22,28.209999,
58,2022-04-25,27.02,
59,2022-04-26,33.52,
60,2022-04-27,31.6,
61,2022-04-28,29.99,
62,2022-04-29,33.400002,
