,date,volatility,polarity
0,2022-01-31,24.83,
1,2022-02-01,21.959999,0.3594546112495225
2,2022-02-02,22.09,0.08694285650514387
3,2022-02-03,24.35,0.12625091223664303
4,2022-02-04,23.219999,0.12966617800534863
5,2022-02-07,22.860001,0.11932364285500831
6,2022-02-08,21.440001,0.0843602173250269
7,2022-02-09,19.959999,0.11650877525108187
8,2022-02-10,23.91,0.07430381770294686
9,2022-02-11,27.360001,0.10687112463002048
10,2022-02-14,28.33,0.09518092275280868
11,2022-02-15,25.700001,0.10335352591303018
12,2022-02-16,24.290001,0.08744264875768484
13,2022-02-17,28.110001,0.12166257431034677
14,2022-02-18,27.75,0.1092128651991894
15,2022-02-22,28.809999,0.067107080339489
16,2022-02-23,31.02,0.11125152725561915
17,2022-02-24,30.32,0.11626046120858145
18,2022-02-25,27.59,0.12912404640771086
19,2022-02-28,30.15,0.17223185358793733
20,2022-03-01,33.32,0.23823011846981512
21,2022-03-02,30.74,0.14151671827811513
22,2022-03-03,30.48,0.1469209138125561
23,2022-03-04,31.98,0.08408160266962783
24,2022-03-07,36.450001,0.10348079566126468
25,2022-03-08,35.130001,0.1150628402017658
26,2022-03-09,32.450001,0.1609533624661012
27,2022-03-10,30.23,0.13705392173998232
28,2022-03-11,30.75,0.1420192024799858
29,2022-03-14,31.77,0.19726606988192344
30,2022-03-15,29.83,0.1013313345289969
31,2022-03-16,26.67,0.2998309249340493
32,2022-03-17,25.67,0.2008463871212039
33,2022-03-18,23.870001,0.22836158719621705
34,2022-03-21,23.530001,0.3261180041479639
35,2022-03-22,22.940001,0.2729906179004686
36,2022-03-23,23.57,0.15211232274481473
37,2022-03-24,21.67,0.19376241541254158
38,2022-03-25,20.809999,0.34358402557883994
39,2022-03-28,19.629999,0.22230096968372098
40,2022-03-29,18.9,0.2449747833343972
41,2022-03-30,19.33,0.2253641830109219
42,2022-03-31,20.559999,0.19190149908318793
43,2022-04-01,19.629999,0.1743704230315186
44,2022-04-04,18.57,0.2644610491605104
45,2022-04-05,21.030001,0.2211384509075686
46,2022-04-06,22.1,0.22357359719818573
47,2022-04-07,21.549999,0.14151920910641927
48,2022-04-08,21.16,0.11245465936599365
49,2022-04-11,24.370001,0.47263450873482005
50,2022-04-12,24.26,0.39324342643176563
51,2022-04-13,21.82,0.23406794550006957
52,2022-04-14,22.700001,0.2979562000192281
53,2022-04-18,22.17,0.26746626985342353
54,2022-04-19,21.370001,0.20384541714786653
55,2022-04-20,20.32,0.17525931246997378
56,2022-04-21,22.68,0.25635179992462453
57,2022-04-22,28.209999,
58,2022-04-25,27.02,
59,2022-04-26,33.52,
60,2022-04-27,31.6,
61,2022-04-28,29.99,
62,2022-04-29,33.400002,
